player,name_key,team,position,sleeper_id,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp
Geor'Quarius Spivey,geor quarius spivey,,TE,12435,437.2,643.2,
Josh Gordon,josh gordon,,WR,1244,684.0,652.8,
Devon Garrison,devon garrison,,TE,12443,366.6,,
Brashard Smith,brashard smith,KC,RB,12455,226.3,669.4,182.4
Jaydon Blue,jaydon blue,PHI,RB,12457,228.6,233.1,188.8
Damien Martinez,damien martinez,,RB,12462,,393.8,
Jordan James,jordan james,SF,RB,12467,,222.0,
Dylan Sampson,dylan sampson,CLE,RB,12469,190.4,195.1,128.5
Riley Leonard,riley leonard,IND,QB,12470,,683.3,
DJ Giddens,dj giddens,IND,RB,12471,,694.0,
Raheim Sanders,raheim sanders,CLE,RB,12472,,690.0,
Mitchell Evans,mitchell evans,CAR,TE,12473,,626.3,
Woody Marks,woody marks,HOU,RB,12474,149.0,141.9,104.9
Ricky White,ricky white,SEA,WR,12475,676.5,,
Devin Neal,devin neal,NO,RB,12476,211.9,685.9,168.5
Kurtis Rourke,kurtis rourke,SF,QB,12477,649.1,615.5,
Ja'Quinden Jackson,ja quinden jackson,PHI,RB,12479,,417.4,
Cam Skattebo,cam skattebo,NYG,RB,12481,42.4,37.5,41.3
Savion Williams,savion williams,GB,WR,12482,,678.8,
Jack Bech,jack bech,LV,WR,12483,238.2,676.7,207.7
Jayden Higgins,jayden higgins,HOU,WR,12484,214.3,214.2,126.3
Tez Johnson,tez johnson,TB,WR,12485,,673.8,
Dillon Gabriel,dillon gabriel,CLE,QB,12486,,522.0,
Terrance Ferguson,terrance ferguson,LAR,TE,12487,206.8,206.2,141.1
RJ Harvey,rj harvey,DEN,RB,12489,79.3,82.4,56.4
Bhayshul Tuten,bhayshul tuten,JAX,RB,12490,61.1,59.4,43.6
Corey Kiner,corey kiner,NE,RB,12491,487.0,695.2,
Pat Bryant,pat bryant,DEN,WR,12492,227.2,226.5,171.6
Oronde Gadsden,oronde gadsden,LAC,TE,12493,142.7,172.4,83.1
Kyle McCord,kyle mccord,MIA,QB,12494,,588.6,
Ollie Gordon,ollie gordon,MIA,RB,12495,,665.9,
Tai Felton,tai felton,MIN,WR,12496,692.7,700.0,
Tory Horton,tory horton,SEA,WR,12497,228.7,260.2,199.4
Mason Taylor,mason taylor,NYJ,TE,12498,224.3,667.6,137.5
Elic Ayomanor,elic ayomanor,TEN,WR,12499,241.5,699.1,184.8
Quinn Ewers,quinn ewers,JAX,QB,12500,,697.4,
Matthew Golden,matthew golden,GB,WR,12501,125.5,119.7,158.4
Gunnar Helm,gunnar helm,TEN,TE,12502,233.1,244.1,152.6
Isaiah Bond,isaiah bond,CLE,WR,12503,,682.5,
Kaleb Johnson,kaleb johnson,GB,RB,12504,215.5,638.1,172.7
Jalen Royals,jalen royals,KC,WR,12505,,686.3,
Harold Fannin,harold fannin,CLE,TE,12506,70.0,76.4,62.6
Omarion Hampton,omarion hampton,LAC,RB,12507,15.5,16.3,12.2
Jaxson Dart,jaxson dart,NYG,QB,12508,94.5,104.6,83.6
Tre' Harris,tre harris,LAC,WR,12509,230.5,229.3,178.7
Jalen Milroe,jalen milroe,SEA,QB,12510,,663.0,
Will Howard,will howard,PIT,QB,12511,,609.5,
Quinshon Judkins,quinshon judkins,CLE,RB,12512,53.7,49.4,44.8
Emeka Egbuka,emeka egbuka,TB,WR,12514,39.3,41.3,54.1
Donovan Edwards,donovan edwards,,RB,12515,631.8,638.6,
Kalel Mullings,kalel mullings,TEN,RB,12516,690.0,,
Colston Loveland,colston loveland,CHI,TE,12517,40.5,43.7,46.6
Tyler Warren,tyler warren,IND,TE,12518,49.1,50.3,56.8
Luther Burden,luther burden,CHI,WR,12519,55.9,60.6,39.7
Xavier Restrepo,xavier restrepo,TEN,WR,12520,675.0,633.1,
Elijah Arroyo,elijah arroyo,SEA,TE,12521,,667.7,
Cam Ward,cam ward,TEN,QB,12522,229.5,230.2,191.2
Jimmy Horn,jimmy horn,CAR,WR,12523,,663.1,
Shedeur Sanders,shedeur sanders,CLE,QB,12524,236.1,682.2,227.4
Tetairoa McMillan,tetairoa mcmillan,CAR,WR,12526,37.6,35.8,37.5
Ashton Jeanty,ashton jeanty,LV,RB,12527,14.0,14.9,11.5
Ajou Ajou,ajou ajou,,WR,12528,,630.8,
TreVeyon Henderson,treveyon henderson,NE,RB,12529,57.2,56.9,39.4
Travis Hunter,travis hunter,JAX,WR,12530,169.0,188.3,157.4
Trevor Etienne,trevor etienne,CAR,RB,12531,,690.4,
Ja'Corey Brooks,ja corey brooks,,WR,12532,677.1,689.5,
Jacory Croskey-Merritt,jacory croskey merritt,WAS,RB,12533,115.8,98.1,94.8
Kyle Monangai,kyle monangai,CHI,RB,12534,102.1,96.6,61.2
Isaac TeSlaa,isaac teslaa,DET,WR,12535,227.7,235.0,183.7
Jaylin Noel,jaylin noel,HOU,WR,12536,213.7,664.2,190.1
Brady Cook,brady cook,,QB,12538,,673.0,
Arian Smith,arian smith,NYJ,WR,12539,438.4,,
Chimere Dike,chimere dike,TEN,WR,12540,229.4,657.8,174.6
Dont'e Thornton,dont e thornton,LV,WR,12541,,677.0,
Efton Chism,efton chism,NE,WR,12542,,572.4,
Tahj Brooks,tahj brooks,CIN,RB,12543,,686.8,
LeQuint Allen,lequint allen,JAX,RB,12544,,690.0,
Tyler Shough,tyler shough,NO,QB,12545,188.6,188.3,147.5
Marcus Yarns,marcus yarns,,RB,12546,356.9,,
Kyle Williams,kyle williams,NE,WR,12547,222.1,683.8,195.2
Alex Tanney,alex tanney,,QB,1262,435.6,,
Jaylin Lane,jaylin lane,WAS,WR,12641,,691.0,
Robbie Ouzts,robbie ouzts,SEA,RB,12656,610.8,,
Jackson Hawes,jackson hawes,BUF,TE,12658,613.5,661.1,
KeAndre Lambert-Smith,keandre lambert smith,LAC,WR,12670,,647.5,
Cam Miller,cam miller,,QB,12688,666.4,,
Tommy Mellott,tommy mellott,,WR,12690,694.1,685.7,
LaJohntay Wester,lajohntay wester,BAL,WR,12699,,688.9,
Gavin Bartholomew,gavin bartholomew,MIN,TE,12700,667.2,,
Graham Mertz,graham mertz,HOU,QB,12705,521.5,640.0,
Thomas Fidone,thomas fidone,NYG,TE,12715,365.0,,
Konata Mumpfield,konata mumpfield,LAR,WR,12718,,678.2,
Kaden Prather,kaden prather,,WR,12721,593.5,,
Luke Lachey,luke lachey,,TE,12725,633.4,,
Francis Owusu,francis owusu,,WR,1273,317.0,,
Dominic Lovett,dominic lovett,DET,WR,12732,589.0,602.2,
Phil Mafah,phil mafah,,RB,12738,,665.1,
Junior Bergen,junior bergen,,WR,12743,673.4,268.0,
JP Richardson,jp richardson,CHI,WR,12746,662.5,,
Jamoi Mayes,jamoi mayes,,WR,12753,385.8,,
Kelly Akharaiyi,kelly akharaiyi,,WR,12755,333.0,,
Stephen Gosnell,stephen gosnell,BUF,WR,12756,589.1,386.7,
Hal Presley,hal presley,,WR,12757,301.0,,
Rashod Owens,rashod owens,,WR,12760,573.2,324.0,
Jordan Moore,jordan moore,CIN,WR,12761,634.3,,
Payton Thorne,payton thorne,,QB,12762,,543.0,
Keleki Latu,keleki latu,BUF,TE,12765,676.0,,
Courtney Jackson,courtney jackson,,WR,12772,637.0,300.7,
DJ Uiagalelei,dj uiagalelei,LAC,QB,12773,,693.5,
Max Brosmer,max brosmer,MIN,QB,12775,,559.9,
Connor Bazelak,connor bazelak,,QB,12776,654.6,,
Joaquin Davis,joaquin davis,,WR,12777,660.0,,
Jerjuan Newton,jerjuan newton,,WR,12778,650.0,,
Anthony Landphere,anthony landphere,,TE,12786,,500.0,
Josh Williams,josh williams,TB,RB,12787,655.4,663.0,
Will Sheppard,will sheppard,MIA,WR,12788,666.0,499.8,
Garrett Greene,garrett greene,TB,QB,12792,692.3,369.0,
Oscar Cardenas,oscar cardenas,,TE,12800,240.0,,
Mac Dalena,mac dalena,,WR,12809,476.5,,
Stevo Klotz,stevo klotz,,TE,12815,694.1,,
Jake Briningstool,jake briningstool,KC,TE,12817,536.6,692.8,
Ulysses Bentley,ulysses bentley,,RB,12826,644.1,259.0,
Coleman Owen,coleman owen,IND,WR,12829,244.0,,
Blayne Taylor,blayne taylor,,WR,12832,511.4,,
Jimmy Bell,jimmy bell,,TE,12834,663.8,487.0,
Josh Kelly,josh kelly,HOU,WR,12848,603.0,537.3,
Traeshon Holden,traeshon holden,,WR,12849,460.2,,
Rivaldo Fairweather,rivaldo fairweather,,TE,12851,683.3,,
Theo Wease,theo wease,LAC,WR,12860,,665.5,
AJ Henning,aj henning,MIA,WR,12865,686.6,489.0,
Jalin Conyers,jalin conyers,,TE,12866,686.2,,
Joshua Simon,joshua simon,WAS,TE,12883,441.5,,
Quincy Skinner,quincy skinner,,WR,12884,615.9,,
Dalen Cambre,dalen cambre,NYG,WR,12888,686.5,,
Beaux Collins,beaux collins,ATL,WR,12889,679.9,,
Jordan Bly,jordan bly,,WR,12891,669.5,,
Da'Quan Felton,da quan felton,,WR,12892,647.0,491.0,
Nathan Carter,nathan carter,KC,RB,12897,699.0,609.0,
Seth Henigan,seth henigan,,QB,12898,269.0,,
Jermaine Kearse,jermaine kearse,,WR,1290,661.3,424.6,
Patrick Herbert,patrick herbert,LAC,TE,12901,530.7,581.5,
John Copenhaver,john copenhaver,,TE,12905,467.5,,
Quentin Skinner,quentin skinner,,WR,12907,574.0,,
Chandler Brayboy,chandler brayboy,,WR,12908,653.3,,
J.J. Jones,j j jones,,WR,12913,695.4,,
Jamaal Pritchett,jamaal pritchett,NYJ,WR,12925,637.8,,
Amar Johnson,amar johnson,LAC,RB,12928,699.5,453.8,
Caden Prieskorn,caden prieskorn,,TE,12933,613.4,,
Jakobie Keeney-James,jakobie keeney james,,WR,12935,700.4,637.8,
Jackson Meeks,jackson meeks,DET,TE,12938,677.8,602.2,
Anthony Tyus,anthony tyus,CAR,RB,12939,572.0,,
Tre Stewart,tre stewart,,RB,12940,392.0,,
Bryson Nesbit,bryson nesbit,MIN,TE,12941,651.0,,
Dontae Fleming,dontae fleming,MIN,WR,12946,534.8,,
Kye Robichaux,kye robichaux,,RB,12954,455.0,657.3,
Kayron Lynch-Adams,kayron lynch adams,,RB,12963,394.7,,
Ethan Garbers,ethan garbers,,QB,12965,549.3,662.5,
Moose Muhammad,moose muhammad,,WR,12966,,680.0,
Jacolby George,jacolby george,,WR,12967,619.4,,
Lan Larison,lan larison,NE,RB,12969,,662.0,
Ke'Shawn Williams,ke shawn williams,CIN,WR,12971,636.0,660.3,
JJ Galbreath,jj galbreath,,TE,12975,575.2,,
DeMeer Blankumsee,demeer blankumsee,,WR,12976,,628.5,
Gee Scott,gee scott,,TE,12981,,592.0,
CJ Dippre,cj dippre,TB,TE,12984,617.1,,
Mario Williams,mario williams,,WR,13001,261.0,,
Anthony Torres,anthony torres,,TE,13005,655.0,,
Jordan Waters,jordan waters,LAR,RB,13010,,559.0,
Brennan Presley,brennan presley,LAR,WR,13011,646.5,502.0,
Mark Redman,mark redman,GB,TE,13013,323.1,,
Pat Conroy,pat conroy,,TE,13014,620.8,,
Hajj-Malik Williams,hajj malik williams,,QB,13017,642.4,334.8,
Sone Ntoh,sone ntoh,,RB,13022,689.8,551.3,
Moochie Dixon,moochie dixon,,WR,13026,658.1,539.6,
Tyrone Broden,tyrone broden,,WR,13034,659.0,,
Jahmal Banks,jahmal banks,,WR,13041,663.9,,
Xavier Guillory,xavier guillory,BAL,WR,13042,577.0,,
Chris Tyree,chris tyree,,WR,13043,232.0,,
Jacardia Wright,jacardia wright,SEA,RB,13047,677.2,659.3,
Daniel Jackson,daniel jackson,,WR,13053,238.0,527.5,
Ben Wooldridge,ben wooldridge,,QB,13065,273.0,,
Isaiah Neyor,isaiah neyor,GB,WR,13074,674.8,,
Myles Price,myles price,MIN,WR,13075,,699.5,
Jahdae Walker,jahdae walker,CHI,WR,13079,,663.9,
Kole Taylor,kole taylor,,TE,13085,659.0,,
Quali Conley,quali conley,,RB,13088,238.0,,
Gage Larvadain,gage larvadain,,WR,13101,648.0,,
Julian Fleming,julian fleming,,WR,13108,681.4,,
Zach Horton,zach horton,,TE,13110,691.3,697.5,
Dante Wright,dante wright,,WR,13113,661.8,,
Tre Watson,tre watson,MIA,TE,13116,636.9,,
Collin Schlee,collin schlee,,QB,13119,636.5,,
Josh Bellamy,josh bellamy,,WR,1312,679.0,,
Jacoby Jones,jacoby jones,WAS,WR,13120,604.6,,
Carter Runyon,carter runyon,LV,TE,13122,363.0,414.0,
Jeremiah Webb,jeremiah webb,NE,WR,13124,467.0,,
Rushawn Baker,rushawn baker,,RB,13128,,458.3,
Jermaine Terry,jermaine terry,,TE,13129,671.5,,
ShunDerrick Powell,shunderrick powell,,RB,13145,638.0,,
Darius Cooper,darius cooper,PHI,WR,13150,,657.8,
Nick Kallerup,nick kallerup,SEA,TE,13151,414.0,,
Giles Jackson,giles jackson,,WR,13153,678.8,,
Sam Pitz,sam pitz,,TE,13158,598.0,,
Reggie Brown,reggie brown,,TE,13160,688.8,,
Zakhari Franklin,zakhari franklin,,WR,13161,681.3,,
Maximilian Mang,maximilian mang,,TE,13162,464.5,,
Kisean Johnson,kisean johnson,,WR,13166,407.0,,
Jimmy Holiday,jimmy holiday,KC,WR,13173,563.0,680.5,
Kinkead Dent,kinkead dent,,QB,13175,,546.3,
Ja'seem Reed,ja seem reed,CAR,WR,13179,676.8,679.2,
Luke Floriea,luke floriea,,WR,13189,,676.5,
Taylor Elgersma,taylor elgersma,,QB,13190,685.3,574.7,
TJ Sheffield,tj sheffield,,WR,13191,633.5,,
Key'Shawn Smith,key shawn smith,,WR,13194,642.3,,
Montorie Foster,montorie foster,SEA,WR,13199,647.0,693.5,
Luke Deal,luke deal,,TE,13205,307.8,,
Drake Dabney,drake dabney,GB,TE,13210,409.3,,
Cade McDonald,cade mcdonald,,WR,13212,325.3,,
Hunter Dekkers,hunter dekkers,,QB,13217,678.6,,
Brett Gabbert,brett gabbert,,QB,13221,671.6,679.5,
Montana Lemonious-Craig,montana lemonious craig,,WR,13222,,647.8,
Sam Brown,sam brown,,WR,13225,622.0,,
Mitch Van Vooren,mitch van vooren,DAL,WR,13227,471.3,659.5,
Toa Taua,toa taua,,RB,13240,353.4,,
Jaden Smith,jaden smith,,WR,13246,,322.0,
Thomas Gordon,thomas gordon,DET,TE,13249,512.0,,
Nay'Quan Wright,nay quan wright,,RB,13250,433.5,,
Gunnar Oakes,gunnar oakes,,TE,13251,295.0,,
Shane Watts,shane watts,,RB,13255,467.2,,
Roderick Daniels,roderick daniels,,WR,13256,370.3,,
Phil Lutz,phil lutz,,WR,13258,532.7,,
Dohnte Meyers,dohnte meyers,CIN,WR,13264,627.5,686.4,
Elijah Sarratt,elijah sarratt,BAL,WR,13268,229.2,695.8,200.6
Fernando Mendoza,fernando mendoza,LV,QB,13269,187.0,204.2,188.5
CJ Daniels,cj daniels,LAR,WR,13270,,649.6,
Carson Beck,carson beck,ARI,QB,13272,,692.7,
Josh Cuevas,josh cuevas,BAL,TE,13273,697.1,671.5,
Germie Bernard,germie bernard,PIT,WR,13274,229.8,241.4,193.6
Ty Simpson,ty simpson,LAR,QB,13275,241.8,673.1,243.2
Omar Cooper,omar cooper,NYJ,WR,13276,194.9,197.5,150.9
CJ Donaldson,cj donaldson,NO,RB,13277,465.5,403.3,
Max Klare,max klare,LAR,TE,13278,248.8,694.2,211.5
Carnell Tate,carnell tate,TEN,WR,13279,67.7,68.1,60.8
Chamon Metayer,chamon metayer,,TE,13280,260.5,,
Jordyn Tyson,jordyn tyson,NO,WR,13281,104.9,109.7,62.4
Jack Endries,jack endries,CIN,TE,13282,,508.3,
Dylan Devezin,dylan devezin,,RB,13284,529.8,,
Malachi Fields,malachi fields,NYG,WR,13285,218.2,199.2,210.2
Jadarian Price,jadarian price,SEA,RB,13286,64.5,57.4,80.0
Jeremiyah Love,jeremiyah love,ARI,RB,13287,26.5,26.3,15.2
Nicholas Singleton,nicholas singleton,TEN,RB,13288,212.8,212.4,166.7
Drew Allar,drew allar,PIT,QB,13289,699.6,656.9,
Chris Hogan,chris hogan,,WR,1329,632.8,,
Jalen Moss,jalen moss,,WR,13290,692.0,,
Kejon Owens,kejon owens,,RB,13291,404.7,,
Lake McRee,lake mcree,PIT,TE,13292,700.3,470.0,
Ja'Kobi Lane,ja kobi lane,BAL,WR,13293,161.8,143.4,168.3
Makai Lemon,makai lemon,PHI,WR,13294,90.0,88.6,
Behren Morton,behren morton,NE,QB,13295,,684.0,
Caleb Douglas,caleb douglas,MIA,WR,13296,197.4,201.5,
Reggie Virgil,reggie virgil,ARI,WR,13297,,698.6,
KC Concepcion,kc concepcion,CLE,WR,13298,120.2,111.9,129.3
Nate Boerkircher,nate boerkircher,JAX,TE,13299,,673.5,
Le'Veon Moss,le veon moss,,RB,13300,,538.0,
Antonio Williams,antonio williams,WAS,WR,13301,235.8,238.2,155.5
Adam Randall,adam randall,BAL,RB,13302,,616.7,
Cade Klubnik,cade klubnik,NYJ,QB,13303,,649.6,
O'Mega Blake,o mega blake,,WR,13304,696.8,,
Mike Washington,mike washington,LV,RB,13305,160.2,137.0,138.5
Taylen Green,taylen green,CLE,QB,13306,,641.0,
Marlin Klein,marlin klein,HOU,TE,13307,,663.1,
Bauer Sharp,bauer sharp,TB,TE,13308,588.2,472.3,
Aaron Anderson,aaron anderson,,WR,13309,674.9,681.4,
Miller Moss,miller moss,,QB,13310,,573.0,
Chris Bell,chris bell,MIA,WR,13311,240.9,215.3,202.9
Josh Kattus,josh kattus,,TE,13312,699.2,,
Dean Connors,dean connors,LAR,RB,13315,666.2,699.0,
Eric Rivers,eric rivers,TB,WR,13316,695.3,,
Ted Hurst,ted hurst,TB,WR,13317,239.6,239.6,196.2
Noah Thomas,noah thomas,CIN,WR,13318,646.8,696.8,
Oscar Delp,oscar delp,NO,TE,13319,,677.9,
Zachariah Branch,zachariah branch,ATL,WR,13320,211.9,231.0,185.1
Dan Villari,dan villari,LAR,TE,13321,677.3,533.0,
Sam Roush,sam roush,CHI,TE,13322,,630.0,
Rahsul Faison,rahsul faison,,RB,13323,282.0,,
Matt Hibner,matt hibner,BAL,TE,13324,,685.5,
Jordan Hudson,jordan hudson,DAL,WR,13325,695.8,663.9,
DT Sheffield,dt sheffield,,WR,13326,,681.5,
Desmond Reid,desmond reid,,RB,13327,652.5,,
Anthony Hankerson,anthony hankerson,,RB,13328,671.8,,
Malik Benson,malik benson,LV,WR,13329,,543.5,
Kenyon Sadiq,kenyon sadiq,NYJ,TE,13330,173.3,193.7,108.5
Dae'Quan Wright,dae quan wright,,TE,13331,568.3,606.6,
Deion Burks,deion burks,IND,WR,13333,,670.0,
Cole Payton,cole payton,PHI,QB,13335,,643.2,
Emmett Johnson,emmett johnson,KC,RB,13337,208.1,183.3,112.5
Kevin Coleman,kevin coleman,MIA,WR,13338,,674.7,
Davon Booth,davon booth,IND,RB,13339,,353.0,
John Michael Gyllenborg,john michael gyllenborg,KC,TE,13342,611.2,696.3,
Jonah Coleman,jonah coleman,DEN,RB,13345,168.4,147.9,117.5
Denzel Boston,denzel boston,CLE,WR,13346,170.1,170.2,153.3
Demond Claiborne,demond claiborne,MIN,RB,13347,242.0,243.6,175.7
J'Mari Taylor,j mari taylor,JAX,RB,13348,,614.1,
Eli Stowers,eli stowers,PHI,TE,13349,238.9,248.9,139.8
Joe Fagnano,joe fagnano,BAL,QB,13350,664.0,655.6,
Junior Vandeross,junior vandeross,,WR,13351,239.0,,
Chris Brazzell,chris brazzell,CAR,WR,13353,400.0,689.1,400.0
Eric McAlister,eric mcalister,,WR,13354,330.0,,
Trebor Pena,trebor pena,JAX,WR,13356,662.5,643.8,
Lance Mason,lance mason,,TE,13357,685.2,,
Matt Barkley,matt barkley,,QB,1338,508.8,659.8,
Brenen Thompson,brenen thompson,LAC,WR,13380,,662.8,
Zach Ertz,zach ertz,,TE,1339,,646.0,
Jeff Caldwell,jeff caldwell,KC,WR,13392,679.4,574.5,
Josh Cameron,josh cameron,JAX,WR,13394,,655.8,
Justin Joly,justin joly,,TE,13400,,683.8,
Michael Trigg,michael trigg,DAL,TE,13401,249.7,689.9,212.3
Skyler Bell,skyler bell,BUF,WR,13402,,691.0,
Jam Miller,jam miller,,RB,13403,,679.0,
Garrett Nussmeier,garrett nussmeier,KC,QB,13404,668.0,677.9,
Kaytron Allen,kaytron allen,WAS,RB,13405,239.1,233.6,156.6
Carson Towt,carson towt,IND,TE,13407,,476.5,
Donaven McCulley,donaven mcculley,,WR,13409,674.3,,
Chase Roberts,chase roberts,LV,WR,13410,350.0,673.3,
Zavion Thomas,zavion thomas,CHI,WR,13411,,673.4,
Cyrus Allen,cyrus allen,KC,WR,13413,177.1,182.0,
Kaelon Black,kaelon black,SF,RB,13414,195.8,161.2,
Haynes King,haynes king,CAR,QB,13415,,691.9,
Roman Hemby,roman hemby,LV,RB,13416,691.0,700.0,
De'Zhaun Stribling,de zhaun stribling,SF,WR,13417,137.7,116.4,213.9
Robert Henry,robert henry,WAS,RB,13418,534.0,688.4,
Jaydn Ott,jaydn ott,KC,RB,13419,635.8,548.0,
Bryce Lance,bryce lance,NO,WR,13420,,571.1,
Eli Raridon,eli raridon,NE,TE,13421,,695.1,
Jaren Kanak,jaren kanak,TEN,TE,13422,530.2,,
Eli Heidenreich,eli heidenreich,PIT,RB,13423,,691.4,
Seth McGowan,seth mcgowan,IND,RB,13424,,692.6,
Jalon Daniels,jalon daniels,TB,QB,13425,659.3,646.9,
Sawyer Robertson,sawyer robertson,,QB,13426,454.0,,
Diego Pavia,diego pavia,,QB,13427,,694.0,
Joey Aguilar,joey aguilar,JAX,QB,13428,684.4,577.0,
Seydou Traore,seydou traore,MIA,TE,13429,668.6,699.0,
Miles Kitselman,miles kitselman,,TE,13431,694.9,,
Khalil Dinkins,khalil dinkins,SF,TE,13432,612.7,460.0,
Riley Nowakowski,riley nowakowski,PIT,TE,13433,643.4,640.4,
Will Kacmarek,will kacmarek,MIA,TE,13434,,537.3,
Joe Royer,joe royer,CLE,TE,13435,683.0,553.0,
Kentrel Bullock,kentrel bullock,CIN,RB,13436,615.3,625.9,
Noah Whittington,noah whittington,HOU,RB,13437,655.9,626.4,
DeaMonte Trayanum,deamonte trayanum,NYJ,RB,13438,448.6,,
Damien Alford,damien alford,,WR,13440,579.0,,
Marquise Goodwin,marquise goodwin,,WR,1346,645.0,615.8,
Colbie Young,colbie young,CIN,WR,13477,,643.8,
Kaden Wetjen,kaden wetjen,PIT,WR,13491,,635.6,
Max Bredeson,max bredeson,MIN,RB,13516,667.3,452.4,
Barion Brown,barion brown,NO,WR,13533,,668.3,
Lewis Bond,lewis bond,HOU,WR,13541,678.4,683.5,
CJ Williams,cj williams,JAX,WR,13554,,285.0,
Athan Kaliakmanis,athan kaliakmanis,WAS,QB,13557,670.2,641.7,
Dallen Bentley,dallen bentley,DEN,TE,13577,298.6,436.8,
Carsen Ryan,carsen ryan,CLE,TE,13580,539.5,,
Anthony Smith,anthony smith,DAL,WR,13582,,570.0,
Chandler Morris,chandler morris,,QB,13592,621.0,,
Cash Jones,cash jones,ATL,RB,13595,646.0,604.2,
Matthew Caldwell,matthew caldwell,LAR,QB,13597,671.2,,
Kyron Drones,kyron drones,,QB,13599,670.3,406.0,
Tyren Montgomery,tyren montgomery,TEN,WR,13600,667.4,674.5,
Jack Strand,jack strand,ATL,QB,13602,,687.7,
Gregory Desrosiers,gregory desrosiers,LAC,RB,13603,,689.6,
Sincere Brown,sincere brown,LAC,WR,13604,611.6,,
Jerand Bradley,jerand bradley,,WR,13608,589.5,,
Luke Wysong,luke wysong,,WR,13617,610.6,,
Marcus Sanders,marcus sanders,,WR,13619,674.4,,
Dillon Bell,dillon bell,MIN,WR,13621,,633.0,
Evan Svoboda,evan svoboda,LAC,TE,13630,493.0,570.0,
Michael Wortham,michael wortham,JAX,WR,13645,618.7,646.3,
Ben Patterson,ben patterson,,WR,13647,666.9,,
Brady Boyd,brady boyd,,WR,13658,652.5,,
Ethan Conner,ethan conner,,TE,13661,,256.0,
Will Pauling,will pauling,SF,WR,13662,694.0,,
Wesley Grimes,wesley grimes,SF,WR,13663,,607.8,
Harrison Wallace,harrison wallace,ARI,WR,13670,688.3,614.7,
Trent Battle,trent battle,,RB,13673,638.8,,
