overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share
306,61,5,Cade Klubnik,QB,NYJ,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqsxavkryojbysy4kq85","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqsxavkryojbysy4kq85",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,64,5,Andy Dalton,QB,PHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sfsneh0bn46e2kwve7sr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sfsneh0bn46e2kwve7sr",15.772222222222222,13.879555555555555,,,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,65,5,Trey Lance,QB,LAC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j3psmvvxo13kmbgi60ej","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j3psmvvxo13kmbgi60ej",15.555555555555555,13.688888888888888,,,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,71,5,Ty Johnson,RB,BUF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zruhihypizhtgpvsaj3c","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zruhihypizhtgpvsaj3c",12.514285714285714,13.515428571428572,,,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0
310,107,5,Treylon Burks,WR,WAS,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bmozbzdxgnnwdniuvgnn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bmozbzdxgnnwdniuvgnn",12.467421377168844,13.464815087342352,,,0.0,0.0,0.0,0.0,5.0,2.0,30.0,0.0,38.779414578151915
311,66,5,Kenny Pickett,QB,CAR,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gw6lyiuevyuspfkglnmj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gw6lyiuevyuspfkglnmj",15.155555555555555,13.336888888888888,,,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,108,5,Demarcus Robinson,WR,SF,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cokassoz2z7hb4wk2krh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cokassoz2z7hb4wk2krh",12.148821135358924,13.120726826187639,,,0.0,0.0,0.0,0.0,7.0,3.0,39.0,0.0,33.99410567679462
313,68,5,Elijah Arroyo,TE,SEA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m5rdyemjoxl4cuz9yun8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m5rdyemjoxl4cuz9yun8",13.38052982586143,12.577698036309744,,,0.0,0.0,0.0,0.0,5.0,4.0,42.0,0.0,12.152649129307152
314,109,5,Josh Palmer,WR,BUF,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/woswdfrtxnsfgzsjvsxx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/woswdfrtxnsfgzsjvsxx",11.525567094309242,12.447612461853982,,,0.0,0.0,0.0,0.0,14.0,7.0,78.0,0.0,19.127835471546213
315,69,5,Kylen Granson,TE,TEN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysbxmdw4da30q3kjb571","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysbxmdw4da30q3kjb571",12.672996380171718,11.912616597361414,,,0.0,0.0,0.0,0.0,5.0,4.0,30.0,0.0,9.614981900858584
316,70,5,Jeremy Ruckert,TE,NYJ,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcqcta7r1uee3rqhejdh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcqcta7r1uee3rqhejdh",12.35122143420016,11.610148148148149,,,0.0,0.0,0.0,0.0,5.0,4.0,23.0,0.0,8.589440504334124
317,110,5,Konata Mumpfield,WR,LA,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cehkowkvb4aujslmppbj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cehkowkvb4aujslmppbj",10.70676123933048,11.563302138476919,,,0.0,0.0,0.0,0.0,13.0,5.0,50.0,0.0,18.437652350498546
318,111,5,Kyle Williams,WR,NE,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkicyhizq6sm86wr5osk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkicyhizq6sm86wr5osk",10.525134770665662,11.367145552318917,,,0.0,0.0,0.0,0.0,5.0,3.0,20.0,0.0,29.83721231486678
319,72,5,Brashard Smith,RB,KC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xnf4x6b9a2yunsc0gaej","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xnf4x6b9a2yunsc0gaej",10.357142857142858,11.185714285714287,,,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
320,112,5,Xavier Smith,WR,LA,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqvwpitewijx8bjrcofe","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqvwpitewijx8bjrcofe",10.264478146673707,11.085636398407603,,,0.0,0.0,0.0,0.0,6.0,4.0,67.0,0.0,23.668544579522376
321,73,5,British Brooks,RB,HOU,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jethzcwj6oeitvdprnk8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jethzcwj6oeitvdprnk8",9.9,10.692000000000002,,,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
322,74,5,Ollie Gordon II,RB,MIA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr",9.657142857142857,10.429714285714287,,,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
323,75,5,Raheim Sanders,RB,CLE,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bopoof9uczgpvpggeahp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bopoof9uczgpvpggeahp",9.6,10.368,,,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
324,76,5,DJ Giddens,RB,IND,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y2vrgvb9kbvfpmyb3yzu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y2vrgvb9kbvfpmyb3yzu",9.585714285714285,10.352571428571428,,,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
325,67,5,Tanner McKee,QB,PHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oveivzhzv13jrfvkp8zg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oveivzhzv13jrfvkp8zg",11.338888888888889,9.978222222222222,,,241.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,83,5,Kaleb Johnson,RB,GB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zpzc4oobxi8nr5dyonob","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zpzc4oobxi8nr5dyonob",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,82,5,Sione Vaki,RB,DET,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/abqcluf2gbejhiyjjtoz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/abqcluf2gbejhiyjjtoz",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,77,5,Rasheen Ali,RB,BAL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjrkzu3ia3cfrwgotqt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjrkzu3ia3cfrwgotqt",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,92,5,Eli Heidenreich,RB,PIT,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhiyjb8jmjyzehmrrjoy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhiyjb8jmjyzehmrrjoy",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,81,5,Jonah Coleman,RB,DEN,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbauucaxakkhtxihuvmr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbauucaxakkhtxihuvmr",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,91,5,Will Shipley,RB,PHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvpaepncsdfgzdubkuhg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvpaepncsdfgzdubkuhg",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,78,5,AJ Dillon,RB,CAR,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imxxt8yrbrxptoxr1hw5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imxxt8yrbrxptoxr1hw5",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,115,5,Jordan Whittington,WR,LA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/enqcg1lgjkuk0hqz3qjc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/enqcg1lgjkuk0hqz3qjc",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,117,5,Bryce Lance,WR,NO,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lzh0hbhllbouh97ffpp6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lzh0hbhllbouh97ffpp6",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,89,5,Najee Harris,RB,NYG,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,84,5,LeQuint Allen Jr.,RB,JAX,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0utigksuuvo2njb9wtk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0utigksuuvo2njb9wtk",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,79,5,Roschon Johnson,RB,CHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbham6uvckkshpntb8oj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbham6uvckkshpntb8oj",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,93,5,Jordan James,RB,SF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/un9cfqnwdzugrcy8caoh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/un9cfqnwdzugrcy8caoh",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,119,5,Makai Lemon,WR,PHI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ys2i2o7c0bl36xvlrojz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ys2i2o7c0bl36xvlrojz",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,120,5,De'Zhaun Stribling,WR,SF,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eu1nxtlztiwr5ko48iwz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eu1nxtlztiwr5ko48iwz",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,88,5,Corey Kiner,RB,NE,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpnamrgzfbytwlzhhyf8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpnamrgzfbytwlzhhyf8",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,90,5,Isaiah Davis,RB,NYJ,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x6r9a5xhtaklbvnqmtw7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x6r9a5xhtaklbvnqmtw7",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,114,5,Denzel Boston,WR,CLE,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybkny6eh5eegq3bqmony","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybkny6eh5eegq3bqmony",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,118,5,Omar Cooper Jr.,WR,NYJ,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmua2lbg0m77ibvydvaq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmua2lbg0m77ibvydvaq",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,80,5,Tahj Brooks,RB,CIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s89clgkij0ytcmrkdydt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s89clgkij0ytcmrkdydt",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,85,5,Ronnie Rivers,RB,LA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t9l7jhs1jw1joy8jpxee","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t9l7jhs1jw1joy8jpxee",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,113,5,Ja'Kobi Lane,WR,BAL,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjezd2a8imfrxyv16wuj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjezd2a8imfrxyv16wuj",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,116,5,Caleb Douglas,WR,MIA,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stwypvmutplwvi1zzbmu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stwypvmutplwvi1zzbmu",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,86,5,Dylan Laube,RB,LV,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpizdza73bgksstymv5t","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpizdza73bgksstymv5t",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,121,5,Antonio Williams,WR,WAS,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/noywrsgaqoqlv64c12yw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/noywrsgaqoqlv64c12yw",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,94,5,Nicholas Singleton,RB,TEN,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztwqbc0s69cbz5ow0r0q","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztwqbc0s69cbz5ow0r0q",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,95,5,Kaytron Allen,RB,WAS,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbhwkqty94alwjyz8cin","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbhwkqty94alwjyz8cin",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,87,5,Demond Claiborne,RB,MIN,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vmozbbdzgcaqq1yrixeb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vmozbbdzgcaqq1yrixeb",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,71,5,Ja'Tavion Sanders,TE,CAR,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/le2akm1cbou170ioctxl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/le2akm1cbou170ioctxl",10.31522331008824,9.696309911482944,,,0.0,0.0,0.0,0.0,14.0,12.0,86.0,0.0,11.909449883774528
355,122,5,KeAndre Lambert-Smith,WR,LAC,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhhzgylwh0ptvpaghnuu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhhzgylwh0ptvpaghnuu",8.957668837645954,9.674282344657632,,,0.0,0.0,0.0,0.0,5.0,2.0,24.0,0.0,21.69219034207593
356,123,5,Darius Cooper,WR,PHI,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pe71oe4eoyyfnq80fkxc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pe71oe4eoyyfnq80fkxc",8.722750494188253,9.420570533723314,,,0.0,0.0,0.0,0.0,5.0,3.0,33.0,0.0,19.825290932479724
357,96,5,Audric Estimé,RB,NO,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lcoend1mysjfhl8f4rrt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lcoend1mysjfhl8f4rrt",8.242857142857144,8.902285714285716,,,0.0,0.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0
358,124,5,Brycen Tremayne,WR,CAR,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/isc094ihkf69vzrlkiql","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/isc094ihkf69vzrlkiql",8.025705164593779,8.667761577761281,,,0.0,0.0,0.0,0.0,5.0,3.0,48.0,0.0,15.186218130661205
359,95,5,Luke Farrell,TE,SF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kdq2zratulrdsv4ykugy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kdq2zratulrdsv4ykugy",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,97,5,Ben Sinnott,TE,WAS,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkrv6dqajndnlsbmv8f","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkrv6dqajndnlsbmv8f",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,77,5,Erick All,TE,CIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ifkhcxze7lnxkpzjvsmk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ifkhcxze7lnxkpzjvsmk",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,84,5,Andrew Ogletree,TE,IND,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvcrk0ygv3coprxj4cnt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvcrk0ygv3coprxj4cnt",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,76,5,Sam Roush,TE,CHI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqkmmguw4934lyjgvuip","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqkmmguw4934lyjgvuip",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,94,5,Robert Tonyan,TE,PIT,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,74,5,Matthew Hibner,TE,BAL,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kkkia0wl2sqsjiwecde0","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kkkia0wl2sqsjiwecde0",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,92,5,Eli Stowers,TE,PHI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9rjqit3q5tm9hzkm5ay","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9rjqit3q5tm9hzkm5ay",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,85,5,Tanner Koziol,TE,JAX,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx0na9fufgv3snuyecbd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx0na9fufgv3snuyecbd",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,83,5,Cade Stover,TE,HOU,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ur3ihcg0rkeqbfiksj5y","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ur3ihcg0rkeqbfiksj5y",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,73,5,Austin Hooper,TE,ATL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd0j9ccd8fxokl48alzg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd0j9ccd8fxokl48alzg",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,78,5,Carsen Ryan,TE,CLE,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qiqiqjw4vyhv2xpxt2np","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qiqiqjw4vyhv2xpxt2np",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,82,5,Josh Whyle,TE,GB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/an9hxzbzmg6kgkdai022","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/an9hxzbzmg6kgkdai022",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,90,5,Ben Yurosek,TE,MIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q6ea6dqd4nn27aeihiv7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q6ea6dqd4nn27aeihiv7",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,89,5,Seydou Traore,TE,MIA,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzpmm2zoctywb276zqt4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzpmm2zoctywb276zqt4",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,81,5,Jackson Meeks,TE,DET,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot3dsyhfhos9epmkqdip","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot3dsyhfhos9epmkqdip",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,88,5,Ian Thomas,TE,LV,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gvpwnq0mjefjlekgzxro","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gvpwnq0mjefjlekgzxro",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,91,5,Oscar Delp,TE,NO,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a7tu8cb3rnd5ncgbtok5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a7tu8cb3rnd5ncgbtok5",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,79,5,Luke Schoonmaker,TE,DAL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g1slhy5joxxfeudlzrh9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g1slhy5joxxfeudlzrh9",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,86,5,Jared Wiley,TE,KC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbu14rgh4wchepqsrgb0","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbu14rgh4wchepqsrgb0",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,93,5,Riley Nowakowski,TE,PIT,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhyd8plaetjoosbq1btb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhyd8plaetjoosbq1btb",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,75,5,Jackson Hawes,TE,BUF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gl3easmpg7rn6e5siya2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gl3easmpg7rn6e5siya2",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,80,5,Nate Adkins,TE,DEN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hedaw0ksq5qdzp9uhe3w","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hedaw0ksq5qdzp9uhe3w",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,87,5,Terrance Ferguson,TE,LA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5o0s5yf6j5dsmiwdtfg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5o0s5yf6j5dsmiwdtfg",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,72,5,Hunter Long,TE,ARI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj6sdfj5qcy8bt2qyxb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj6sdfj5qcy8bt2qyxb",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
