overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share
76,11,3,Juwan Johnson,TE,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahzqkvhjot6lygwr4ccb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahzqkvhjot6lygwr4ccb",78.15068314059087,73.46164215215542,,,0.0,0.0,0.0,0.0,102.0,77.0,889.0,3.0,16.170082369620996
77,9,2,D'Andre Swift,RB,CHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo",67.52857142857142,72.93085714285715,,,0.0,0.0,1087.0,9.0,0.0,0.0,0.0,0.0,0.0
78,12,3,George Kittle,TE,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkicdglglkyukgyxtmpx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkicdglglkyukgyxtmpx",77.46448214140429,72.81661321292003,,,0.0,0.0,0.0,0.0,69.0,57.0,628.0,7.0,11.739077373688065
79,10,2,Bijan Robinson,RB,ATL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esii5yb8yn9edboi4mlq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esii5yb8yn9edboi4mlq",67.11428571428571,72.48342857142858,,,0.0,0.0,1478.0,7.0,0.0,0.0,0.0,0.0,0.0
80,13,3,Dalton Schultz,TE,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ym8sbkev8l4scnrc0vd8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ym8sbkev8l4scnrc0vd8",76.96328799659317,72.34549071679757,,,0.0,0.0,0.0,0.0,106.0,82.0,777.0,3.0,14.566439982965795
81,16,3,Patrick Mahomes,QB,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wdckwtob1lybvkmxnf7p","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wdckwtob1lybvkmxnf7p",80.12777777777778,70.51244444444444,,,3587.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,17,3,Bryce Young,QB,CAR,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvhmxvxw2a3armle0af","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvhmxvxw2a3armle0af",79.12777777777778,69.63244444444445,,,3011.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,43,4,Khalil Shakir,WR,BUF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syvp3hficobwcsim3i9v","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syvp3hficobwcsim3i9v",64.26113592577843,69.40202679984071,,,0.0,0.0,0.0,0.0,95.0,72.0,686.0,4.0,9.786448859661398
84,14,3,Colby Parkinson,TE,LA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsyrgtfjj06wryahnxc9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsyrgtfjj06wryahnxc9",72.39847389075163,68.05456545730652,,,0.0,0.0,0.0,0.0,56.0,43.0,408.0,8.0,4.992369453758137
85,18,3,Lamar Jackson,QB,BAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eno6s5qzl9grbfbfwhoa","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eno6s5qzl9grbfbfwhoa",76.96111111111111,67.72577777777778,,,2549.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,44,4,Jakobi Meyers,WR,JAX,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zrs4ij8mvw7wr1uujwew","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zrs4ij8mvw7wr1uujwew",62.5731934636681,67.57904894076155,,,0.0,0.0,0.0,0.0,110.0,75.0,835.0,3.0,21.13519808757126
87,45,4,Terry McLaurin,WR,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmfl2zruajmkrtcg4zxp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmfl2zruajmkrtcg4zxp",62.4288001460972,67.42310415778498,,,0.0,0.0,0.0,0.0,60.0,38.0,582.0,3.0,22.374769961255232
88,15,3,AJ Barner,TE,SEA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0esiguve9if4ts5mm1q","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0esiguve9if4ts5mm1q",71.56971845504452,67.27553534774185,,,0.0,0.0,0.0,0.0,68.0,52.0,519.0,6.0,8.598592275222614
89,11,2,Saquon Barkley,RB,PHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcayrzjpura2zydszonh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcayrzjpura2zydszonh",62.285714285714285,67.26857142857143,,,0.0,0.0,1140.0,7.0,0.0,0.0,0.0,0.0,0.0
90,12,2,Travis Etienne,RB,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwko5dybmjie8qqo4qz2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwko5dybmjie8qqo4qz2",61.81428571428572,66.75942857142857,,,0.0,0.0,1107.0,7.0,0.0,0.0,0.0,0.0,0.0
91,46,4,Josh Downs,WR,IND,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z3wahaxpmc6d5lcxgh60","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z3wahaxpmc6d5lcxgh60",61.794056399940395,66.73758091193564,,,0.0,0.0,0.0,0.0,88.0,58.0,559.0,4.0,15.970281999701976
92,47,4,Garrett Wilson,WR,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upxwxmhdd8xluztgqwhe","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upxwxmhdd8xluztgqwhe",61.22432453249871,66.12227049509862,,,0.0,0.0,0.0,0.0,59.0,36.0,395.0,4.0,16.98700727787818
93,19,4,Daniel Jones,QB,IND,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ohvvctuykzwrpqer7xgl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ohvvctuykzwrpqer7xgl",74.42777777777778,65.49644444444445,,,3101.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,13,2,Jacory Croskey-Merritt,RB,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qew4qhlj4yuf50voko61","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qew4qhlj4yuf50voko61",60.5,65.34,,,0.0,0.0,805.0,8.0,0.0,0.0,0.0,0.0,0.0
95,20,4,C.J. Stroud,QB,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7",74.09444444444445,65.20311111111111,,,3041.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,48,4,Rashid Shaheed,WR,SEA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ku2naisfbxmzgagxojnm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ku2naisfbxmzgagxojnm",60.15305593933256,64.96530041447917,,,0.0,0.0,0.0,0.0,92.0,59.0,687.0,2.0,22.919125850508955
97,49,4,Jordan Addison,WR,MIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mi4lzk9gvjrvo6rwdf1e","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mi4lzk9gvjrvo6rwdf1e",60.10896014042803,64.91767695166227,,,0.0,0.0,0.0,0.0,79.0,42.0,610.0,3.0,29.87172377906321
98,16,3,Mark Andrews,TE,BAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u4xzz7tclch0tpzm9hhz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u4xzz7tclch0tpzm9hhz",68.77644184643384,64.6498553356478,,,0.0,0.0,0.0,0.0,70.0,48.0,422.0,5.0,16.215542565502506
99,14,2,David Montgomery,RB,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csz0c9roa4pqsccothxg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csz0c9roa4pqsccothxg",59.22857142857143,63.966857142857144,,,0.0,0.0,716.0,8.0,0.0,0.0,0.0,0.0,0.0
100,50,4,Mike Evans,WR,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc4ujpmndyxrbiyyjomz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc4ujpmndyxrbiyyjomz",59.02816159809731,63.750414525945104,,,0.0,0.0,0.0,0.0,62.0,30.0,368.0,3.0,19.33311568279427
101,15,2,Quinshon Judkins,RB,CLE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",57.81428571428572,62.43942857142858,,,0.0,0.0,827.0,7.0,0.0,0.0,0.0,0.0,0.0
102,16,2,Chase Brown,RB,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tch3y6jlj7khvyi9jg0c","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tch3y6jlj7khvyi9jg0c",57.55714285714286,62.16171428571429,,,0.0,0.0,1019.0,6.0,0.0,0.0,0.0,0.0,0.0
103,51,4,Malik Washington,WR,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28",57.259690681602315,61.84046593613051,,,0.0,0.0,0.0,0.0,65.0,46.0,317.0,3.0,10.6638380233962
104,17,3,Dalton Kincaid,TE,BUF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z7k857flehljboaixj8m","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z7k857flehljboaixj8m",65.36624224616389,61.444267711394055,,,0.0,0.0,0.0,0.0,49.0,39.0,571.0,5.0,12.997877897486127
105,17,2,Jaylen Warren,RB,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkiteytgnxar1mpaxcxv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkiteytgnxar1mpaxcxv",56.68571428571428,61.22057142857143,,,0.0,0.0,958.0,6.0,0.0,0.0,0.0,0.0,0.0
106,21,4,Brock Purdy,QB,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xs2fyj1sqdgwvt9ihbri","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xs2fyj1sqdgwvt9ihbri",69.03888888888889,60.754222222222225,,,2167.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,18,2,TreVeyon Henderson,RB,NE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebcjvwytgu2y4kqm8ihv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebcjvwytgu2y4kqm8ihv",56.01428571428571,60.495428571428576,,,0.0,0.0,911.0,9.0,0.0,0.0,0.0,0.0,0.0
108,19,2,Tony Pollard,RB,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mb2xdrqiys6ktlcuah2n","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mb2xdrqiys6ktlcuah2n",55.457142857142856,59.89371428571429,,,0.0,0.0,1082.0,5.0,0.0,0.0,0.0,0.0,0.0
109,52,4,Malik Nabers,WR,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",55.424568590553655,59.85853407779795,,,0.0,0.0,0.0,0.0,32.0,16.0,251.0,2.0,62.81515064507597
110,20,2,Josh Jacobs,RB,GB,4.0,EXE,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uceokxeo0uqrqms3e3vl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uceokxeo0uqrqms3e3vl",55.27142857142857,59.69314285714286,,,0.0,0.0,929.0,13.0,0.0,0.0,0.0,0.0,0.0
111,22,4,Cam Ward,QB,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo",67.20555555555555,59.14088888888888,,,3169.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,21,3,Kenneth Walker III,RB,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vk6nruaqdewdglofcwwg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vk6nruaqdewdglofcwwg",54.67142857142857,59.045142857142864,,,0.0,0.0,1027.0,5.0,0.0,0.0,0.0,0.0,0.0
113,22,3,Rhamondre Stevenson,RB,NE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmpuirvuw4r04inxth5i","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmpuirvuw4r04inxth5i",54.614285714285714,58.983428571428576,,,0.0,0.0,603.0,7.0,0.0,0.0,0.0,0.0,0.0
114,18,3,Chig Okonkwo,TE,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk",62.300766252455276,58.56272027730795,,,0.0,0.0,0.0,0.0,79.0,56.0,560.0,2.0,9.087164595609718
115,23,4,Joe Burrow,QB,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",66.45,58.476000000000006,,,1809.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,19,4,Theo Johnson,TE,NYG,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fv2jbzlocr1o3ahkru43","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fv2jbzlocr1o3ahkru43",62.02287910239963,58.30150635625564,,,0.0,0.0,0.0,0.0,74.0,45.0,528.0,5.0,13.61439551199816
117,23,3,Ashton Jeanty,RB,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",53.92857142857143,58.24285714285715,,,0.0,0.0,975.0,5.0,0.0,0.0,0.0,0.0,0.0
118,24,4,Tua Tagovailoa,QB,ATL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmm4ohds7qci0vqoobhm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmm4ohds7qci0vqoobhm",65.77777777777777,57.88444444444444,,,2660.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,20,4,Pat Freiermuth,TE,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7",61.48888688179813,57.79955366889024,,,0.0,0.0,0.0,0.0,54.0,41.0,486.0,4.0,10.44443440899062
120,25,4,Jaxson Dart,QB,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",64.62222222222222,56.867555555555555,,,2272.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,53,4,Adonai Mitchell,WR,NYJ,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwwacoa3pqapd7pgahfx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwwacoa3pqapd7pgahfx",52.57488752679298,56.78087852893642,,,0.0,0.0,0.0,0.0,74.0,33.0,453.0,2.0,25.528283787811045
122,21,4,Brenton Strange,TE,JAX,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/devxzxwf1sfficgncggm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/devxzxwf1sfficgncggm",60.21252886010257,56.59977712849641,,,0.0,0.0,0.0,0.0,60.0,46.0,540.0,3.0,8.062644300512844
123,22,4,T.J. Hockenson,TE,MIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",60.05232177069016,56.449182464448754,,,0.0,0.0,0.0,0.0,66.0,51.0,438.0,3.0,8.261608853450792
124,24,3,Breece Hall,RB,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i01xtqbfajfq68lb6orh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i01xtqbfajfq68lb6orh",52.2,56.376000000000005,,,0.0,0.0,1064.0,4.0,0.0,0.0,0.0,0.0,0.0
125,23,4,Cade Otton,TE,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yanr6h9aplae3jyzimf7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yanr6h9aplae3jyzimf7",59.795366036093206,56.20764407392761,,,0.0,0.0,0.0,0.0,81.0,59.0,572.0,1.0,9.060163513799353
126,54,4,Jalen Nailor,WR,LV,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nojopyt8hxuwycxyaokb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nojopyt8hxuwycxyaokb",51.716812720113715,55.854157737722815,,,0.0,0.0,0.0,0.0,53.0,29.0,444.0,4.0,18.180217446722406
127,26,4,Geno Smith,QB,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a",63.20555555555556,55.62088888888889,,,3025.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,55,4,Elic Ayomanor,WR,TEN,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jjmscqt6v4ecasveugoh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jjmscqt6v4ecasveugoh",50.790957262580946,54.85423384358742,,,0.0,0.0,0.0,0.0,89.0,41.0,515.0,4.0,28.089401697520138
129,56,4,Xavier Worthy,WR,KC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u6fmnffwteccoxn3uguq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u6fmnffwteccoxn3uguq",49.778337608984515,53.76060461770328,,,0.0,0.0,0.0,0.0,73.0,42.0,532.0,1.0,21.71861112184565
130,57,4,Marquise Brown,WR,PHI,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shkjxggufymydgp6wk3p","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shkjxggufymydgp6wk3p",49.52814141456179,53.490392727726736,,,0.0,0.0,0.0,0.0,74.0,49.0,587.0,5.0,19.986860918962783
131,25,3,Rico Dowdle,RB,PIT,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mx2bxccuzmdvzbksypws","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mx2bxccuzmdvzbksypws",49.371428571428574,53.32114285714286,,,0.0,0.0,1076.0,6.0,0.0,0.0,0.0,0.0,0.0
132,24,4,Sam LaPorta,TE,DET,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxlk7ysg2nfq6h6ntdcu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxlk7ysg2nfq6h6ntdcu",56.47416218981837,53.08571245842926,,,0.0,0.0,0.0,0.0,49.0,40.0,489.0,3.0,7.370810949091839
133,25,4,Evan Engram,TE,DEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nucl2dxmpvhlywhyro8o","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nucl2dxmpvhlywhyro8o",56.37292952548718,52.99055375395795,,,0.0,0.0,0.0,0.0,76.0,50.0,461.0,1.0,7.447980960769235
134,58,4,Luther Burden III,WR,CHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5",48.97841325651252,52.89668631703352,,,0.0,0.0,0.0,0.0,60.0,47.0,652.0,2.0,9.738220128716424
135,59,4,Xavier Hutchinson,WR,HOU,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n5baiu6sg9wh3xhhewkd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n5baiu6sg9wh3xhhewkd",48.12312563806503,51.972975689110235,,,0.0,0.0,0.0,0.0,57.0,35.0,428.0,3.0,11.44255126724823
136,26,3,J.K. Dobbins,RB,DEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cevotvl3ho5h1mioruyg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cevotvl3ho5h1mioruyg",48.028571428571425,51.87085714285714,,,0.0,0.0,772.0,4.0,0.0,0.0,0.0,0.0,0.0
137,27,3,Tyler Allgeier,RB,ARI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp9lhhmpv4qy3xy2msxd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp9lhhmpv4qy3xy2msxd",47.34285714285714,51.13028571428572,,,0.0,0.0,514.0,8.0,0.0,0.0,0.0,0.0,0.0
138,26,4,Tucker Kraft,TE,GB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6vu44jbq31rydoaadaq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6vu44jbq31rydoaadaq",54.31909168395184,51.05994618291473,,,0.0,0.0,0.0,0.0,31.0,23.0,381.0,4.0,12.095458419759186
139,60,4,Darius Slayton,WR,NYG,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otksyfjll5waf0vsczeu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otksyfjll5waf0vsczeu",46.85972586779668,50.60850393722042,,,0.0,0.0,0.0,0.0,63.0,37.0,538.0,1.0,19.16401395436803
140,27,4,Mason Taylor,TE,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xittx9gih104lw1atfiv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xittx9gih104lw1atfiv",52.98393249645875,49.80489654667122,,,0.0,0.0,0.0,0.0,65.0,44.0,369.0,1.0,11.919662482293752
141,61,4,Keon Coleman,WR,BUF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm7g87waetksjouyjgvg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm7g87waetksjouyjgvg",46.09129991784252,49.778603911269926,,,0.0,0.0,0.0,0.0,59.0,38.0,404.0,4.0,20.629576512289542
142,28,3,Cam Skattebo,RB,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlggiqdfvj1f4kntkafr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlggiqdfvj1f4kntkafr",45.85714285714286,49.525714285714294,,,0.0,0.0,410.0,5.0,0.0,0.0,0.0,0.0,0.0
143,28,4,Gunnar Helm,TE,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hewm6ztgka7xkbl6ybvb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hewm6ztgka7xkbl6ybvb",52.62627500650021,49.468698506110194,,,0.0,0.0,0.0,0.0,55.0,44.0,357.0,2.0,7.631375032501049
144,29,3,Jordan Mason,RB,MIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qeeucinnxl8mpzaw23hc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qeeucinnxl8mpzaw23hc",44.82857142857143,48.414857142857144,,,0.0,0.0,758.0,6.0,0.0,0.0,0.0,0.0,0.0
145,30,3,Omarion Hampton,RB,LAC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf2jxvxnbexlinoydbej","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf2jxvxnbexlinoydbej",44.785714285714285,48.36857142857143,,,0.0,0.0,545.0,4.0,0.0,0.0,0.0,0.0,0.0
146,31,3,RJ Harvey,RB,DEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szxmro5enrxlscvv67xg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szxmro5enrxlscvv67xg",44.714285714285715,48.291428571428575,,,0.0,0.0,540.0,7.0,0.0,0.0,0.0,0.0,0.0
147,62,4,Cooper Kupp,WR,SEA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjixprihktsfog6wx9sq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjixprihktsfog6wx9sq",44.68116473275126,48.255657911371365,,,0.0,0.0,0.0,0.0,70.0,47.0,593.0,2.0,15.290439048371704
148,32,3,Blake Corum,RB,LA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/axzqbqjkrbwfzodwwakq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/axzqbqjkrbwfzodwwakq",44.65714285714286,48.22971428571429,,,0.0,0.0,746.0,6.0,0.0,0.0,0.0,0.0,0.0
149,63,4,Kayshon Boutte,WR,HOU,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mg4icjqhwhnc5uobmau5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mg4icjqhwhnc5uobmau5",44.54791443962173,48.11174759479147,,,0.0,0.0,0.0,0.0,46.0,33.0,551.0,6.0,17.854956813493235
150,64,4,Ryan Flournoy,WR,DAL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx",44.247062959135306,47.78682799586613,,,0.0,0.0,0.0,0.0,56.0,40.0,475.0,4.0,9.696853257215004
151,65,4,Xavier Legette,WR,CAR,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yoyxkitrdqbkhyqncy5p","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yoyxkitrdqbkhyqncy5p",43.645401316746344,47.137033422086056,,,0.0,0.0,0.0,0.0,64.0,35.0,363.0,3.0,20.30392966065481
