overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,_name_key,_position,_team,hulk_rank,sleeper_match,sleeper_source_player,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_match,espn_source_player,espn_adp,espn_ppr_room_rank,yahoo_match,yahoo_source_player,yahoo_adp,cbs_match,cbs_source_player,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,hulk_value_vs_consensus,hulk_value_vs_espn_room,best_value_platform,best_platform_value
363,76,5,Sam Roush,TE,CHI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqkmmguw4934lyjgvuip","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqkmmguw4934lyjgvuip",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sam roush,TE,CHI,363,exact_name_pos,Sam Roush,,630.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
364,94,5,Robert Tonyan,TE,PIT,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robert tonyan,TE,PIT,364,exact_name_pos,Robert Tonyan,687.9,517.0,,unmatched,,,,unmatched,,,unmatched,,,,1,687.9,687.9,687.9,687.9,0.0,323.9,,Sleeper,323.9
365,74,5,Matthew Hibner,TE,BAL,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kkkia0wl2sqsjiwecde0","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kkkia0wl2sqsjiwecde0",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matthew hibner,TE,BAL,365,fuzzy_0.920,Matt Hibner,,685.5,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
366,92,5,Eli Stowers,TE,PHI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9rjqit3q5tm9hzkm5ay","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9rjqit3q5tm9hzkm5ay",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eli stowers,TE,PHI,366,exact_name_pos,Eli Stowers,238.9,248.9,139.8,exact_name_pos,Eli Stowers,169.97,469.0,unmatched,,,unmatched,,,,2,204.435,204.435,169.97,238.9,68.93,-161.565,103.0,Sleeper,-127.1
367,85,5,Tanner Koziol,TE,JAX,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx0na9fufgv3snuyecbd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx0na9fufgv3snuyecbd",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tanner koziol,TE,JAX,367,unmatched,,,,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
368,83,5,Cade Stover,TE,HOU,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ur3ihcg0rkeqbfiksj5y","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ur3ihcg0rkeqbfiksj5y",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cade stover,TE,HOU,368,exact_name_pos,Cade Stover,,592.7,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
369,73,5,Austin Hooper,TE,ATL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd0j9ccd8fxokl48alzg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd0j9ccd8fxokl48alzg",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,austin hooper,TE,ATL,369,exact_name_pos,Austin Hooper,430.0,629.7,,unmatched,,,,unmatched,,,unmatched,,,,1,430.0,430.0,430.0,430.0,0.0,61.0,,Sleeper,61.0
370,78,5,Carsen Ryan,TE,CLE,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qiqiqjw4vyhv2xpxt2np","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qiqiqjw4vyhv2xpxt2np",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carsen ryan,TE,CLE,370,exact_name_pos,Carsen Ryan,539.5,,,unmatched,,,,unmatched,,,unmatched,,,,1,539.5,539.5,539.5,539.5,0.0,169.5,,Sleeper,169.5
371,82,5,Josh Whyle,TE,GB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/an9hxzbzmg6kgkdai022","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/an9hxzbzmg6kgkdai022",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,josh whyle,TE,GB,371,exact_name_pos,Josh Whyle,695.5,685.2,,unmatched,,,,unmatched,,,unmatched,,,,1,695.5,695.5,695.5,695.5,0.0,324.5,,Sleeper,324.5
372,90,5,Ben Yurosek,TE,MIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q6ea6dqd4nn27aeihiv7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q6ea6dqd4nn27aeihiv7",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ben yurosek,TE,MIN,372,unmatched,,,,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
373,89,5,Seydou Traore,TE,MIA,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzpmm2zoctywb276zqt4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzpmm2zoctywb276zqt4",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seydou traore,TE,MIA,373,exact_name_pos,Seydou Traore,668.6,699.0,,unmatched,,,,unmatched,,,unmatched,,,,1,668.6,668.6,668.6,668.6,0.0,295.6,,Sleeper,295.6
374,81,5,Jackson Meeks,TE,DET,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot3dsyhfhos9epmkqdip","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot3dsyhfhos9epmkqdip",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jackson meeks,TE,DET,374,exact_name_pos,Jackson Meeks,677.8,602.2,,unmatched,,,,unmatched,,,unmatched,,,,1,677.8,677.8,677.8,677.8,0.0,303.79999999999995,,Sleeper,303.79999999999995
375,88,5,Ian Thomas,TE,LV,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gvpwnq0mjefjlekgzxro","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gvpwnq0mjefjlekgzxro",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ian thomas,TE,LV,375,exact_name_pos,Ian Thomas,377.6,612.9,,unmatched,,,,unmatched,,,unmatched,,,,1,377.6,377.6,377.6,377.6,0.0,2.6000000000000227,,Sleeper,2.6000000000000227
376,91,5,Oscar Delp,TE,NO,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a7tu8cb3rnd5ncgbtok5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a7tu8cb3rnd5ncgbtok5",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscar delp,TE,NO,376,exact_name_pos,Oscar Delp,,677.9,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
377,79,5,Luke Schoonmaker,TE,DAL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g1slhy5joxxfeudlzrh9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g1slhy5joxxfeudlzrh9",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,luke schoonmaker,TE,DAL,377,exact_name_pos,Luke Schoonmaker,,668.8,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
378,86,5,Jared Wiley,TE,KC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbu14rgh4wchepqsrgb0","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbu14rgh4wchepqsrgb0",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jared wiley,TE,KC,378,exact_name_pos,Jared Wiley,677.5,435.0,,unmatched,,,,unmatched,,,unmatched,,,,1,677.5,677.5,677.5,677.5,0.0,299.5,,Sleeper,299.5
379,93,5,Riley Nowakowski,TE,PIT,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhyd8plaetjoosbq1btb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhyd8plaetjoosbq1btb",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,riley nowakowski,TE,PIT,379,exact_name_pos,Riley Nowakowski,643.4,640.4,,exact_name,Riley Nowakowski,169.99,458.0,unmatched,,,unmatched,,,,2,406.695,406.695,169.99,643.4,473.40999999999997,27.694999999999993,79.0,Sleeper,264.4
380,75,5,Jackson Hawes,TE,BUF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gl3easmpg7rn6e5siya2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gl3easmpg7rn6e5siya2",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jackson hawes,TE,BUF,380,exact_name_pos,Jackson Hawes,613.5,661.1,,unmatched,,,,unmatched,,,unmatched,,,,1,613.5,613.5,613.5,613.5,0.0,233.5,,Sleeper,233.5
381,80,5,Nate Adkins,TE,DEN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hedaw0ksq5qdzp9uhe3w","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hedaw0ksq5qdzp9uhe3w",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nate adkins,TE,DEN,381,exact_name_pos,Nate Adkins,627.5,651.7,,unmatched,,,,unmatched,,,unmatched,,,,1,627.5,627.5,627.5,627.5,0.0,246.5,,Sleeper,246.5
382,87,5,Terrance Ferguson,TE,LA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5o0s5yf6j5dsmiwdtfg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5o0s5yf6j5dsmiwdtfg",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,terrance ferguson,TE,LA,382,exact_name_pos,Terrance Ferguson,206.8,206.2,141.1,exact_name_pos,Terrance Ferguson,168.61,213.0,exact_name_pos,Terrance Ferguson,127.3,unmatched,,,,3,167.57000000000002,168.61,127.3,206.8,79.50000000000001,-214.42999999999998,-169.0,Sleeper,-175.2
383,72,5,Hunter Long,TE,ARI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj6sdfj5qcy8bt2qyxb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj6sdfj5qcy8bt2qyxb",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hunter long,TE,ARI,383,exact_name_pos,Hunter Long,673.3,566.7,,unmatched,,,,unmatched,,,unmatched,,,,1,673.3,673.3,673.3,673.3,0.0,290.29999999999995,,Sleeper,290.29999999999995
384,96,5,Ko Kieft,TE,TB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/whd4f9mav6qqckqltqwu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/whd4f9mav6qqckqltqwu",9.0,8.459999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ko kieft,TE,TB,384,exact_name_pos,Ko Kieft,,641.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
385,68,5,Aidan O'Connell,QB,LV,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12",9.566666666666666,8.418666666666667,,,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aidan o connell,QB,LV,385,exact_name_pos,Aidan O'Connell,662.3,620.0,,unmatched,,,,unmatched,,,unmatched,,,,1,662.3,662.3,662.3,662.3,0.0,277.29999999999995,,Sleeper,277.29999999999995
386,74,5,Sam Ehlinger,QB,DEN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imtb2ia03w2ujrl9dprs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imtb2ia03w2ujrl9dprs",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sam ehlinger,QB,DEN,386,exact_name_pos,Sam Ehlinger,666.3,,,unmatched,,,,unmatched,,,unmatched,,,,1,666.3,666.3,666.3,666.3,0.0,280.29999999999995,,Sleeper,280.29999999999995
387,70,5,Joe Fagnano,QB,BAL,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p8uqfsnpx153mn3gjtd3","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p8uqfsnpx153mn3gjtd3",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joe fagnano,QB,BAL,387,exact_name_pos,Joe Fagnano,664.0,655.6,,unmatched,,,,unmatched,,,unmatched,,,,1,664.0,664.0,664.0,664.0,0.0,277.0,,Sleeper,277.0
388,69,5,Carson Beck,QB,ARI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvybqpgnezk75h9rpobv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvybqpgnezk75h9rpobv",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carson beck,QB,ARI,388,exact_name_pos,Carson Beck,,692.7,,exact_name_pos,Carson Beck,170.01,451.0,unmatched,,,unmatched,,,,1,170.01,170.01,170.01,170.01,0.0,-217.99,63.0,ESPN,-217.99
389,72,5,Case Keenum,QB,CHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,case keenum,QB,CHI,389,exact_name_pos,Case Keenum,662.0,664.7,,unmatched,,,,unmatched,,,unmatched,,,,1,662.0,662.0,662.0,662.0,0.0,273.0,,Sleeper,273.0
390,78,5,Ty Simpson,QB,LA,3.0,ACT,True,,,9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ty simpson,QB,LA,390,exact_name_pos,Ty Simpson,241.8,673.1,243.2,exact_name_pos,Ty Simpson,169.97,476.0,unmatched,,,unmatched,,,,2,205.885,205.885,169.97,241.8,71.83000000000001,-184.115,86.0,Sleeper,-148.2
391,82,5,Jalen Milroe,QB,SEA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hohqoqpdyquxn1sr1fm2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hohqoqpdyquxn1sr1fm2",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jalen milroe,QB,SEA,391,exact_name_pos,Jalen Milroe,,663.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
392,75,5,Anthony Richardson,QB,IND,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrddeyklfcgk9qybgofq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrddeyklfcgk9qybgofq",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anthony richardson,QB,IND,392,exact_name_pos,Anthony Richardson,,657.4,,exact_name_pos,Anthony Richardson Sr.,169.98,478.0,unmatched,,,unmatched,,,,1,169.98,169.98,169.98,169.98,0.0,-222.02,86.0,ESPN,-222.02
393,71,5,Haynes King,QB,CAR,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcloyq4ahyh0hfzo6i0i","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcloyq4ahyh0hfzo6i0i",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,haynes king,QB,CAR,393,exact_name_pos,Haynes King,,691.9,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
394,81,5,Will Howard,QB,PIT,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzt7xj9ownxfit5igpcd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzt7xj9ownxfit5igpcd",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,will howard,QB,PIT,394,exact_name_pos,Will Howard,,609.5,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
395,76,5,Carter Bradley,QB,JAX,3.0,W04,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ystkos8c5gnjtsgxg7vg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ystkos8c5gnjtsgxg7vg",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carter bradley,QB,JAX,395,exact_name_pos,Carter Bradley,418.5,278.0,,unmatched,,,,unmatched,,,unmatched,,,,1,418.5,418.5,418.5,418.5,0.0,23.5,,Sleeper,23.5
396,79,5,Behren Morton,QB,NE,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st5s1urflg14hwvx8uzl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st5s1urflg14hwvx8uzl",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behren morton,QB,NE,396,exact_name_pos,Behren Morton,,684.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
397,80,5,Zach Wilson,QB,NO,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i17xpbsar7evcypbhtel","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i17xpbsar7evcypbhtel",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zach wilson,QB,NO,397,exact_name_pos,Zach Wilson,,684.2,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
398,73,5,Taylen Green,QB,CLE,3.0,ACT,True,,,9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taylen green,QB,CLE,398,exact_name_pos,Taylen Green,,641.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
399,83,5,Kurtis Rourke,QB,SF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rq4swf5c2ar45ljuc0w2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rq4swf5c2ar45ljuc0w2",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kurtis rourke,QB,SF,399,exact_name_pos,Kurtis Rourke,649.1,615.5,,unmatched,,,,unmatched,,,unmatched,,,,1,649.1,649.1,649.1,649.1,0.0,250.10000000000002,,Sleeper,250.10000000000002
400,84,5,Athan Kaliakmanis,QB,WAS,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahtbv63jyg8ampmyrxn9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahtbv63jyg8ampmyrxn9",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,athan kaliakmanis,QB,WAS,400,exact_name_pos,Athan Kaliakmanis,670.2,641.7,,unmatched,,,,unmatched,,,unmatched,,,,1,670.2,670.2,670.2,670.2,0.0,270.20000000000005,,Sleeper,270.20000000000005
401,77,5,Garrett Nussmeier,QB,KC,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uyidfkzfhuqaks3pmdeo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uyidfkzfhuqaks3pmdeo",9.0,7.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,garrett nussmeier,QB,KC,401,exact_name_pos,Garrett Nussmeier,668.0,677.9,,unmatched,,,,unmatched,,,unmatched,,,,1,668.0,668.0,668.0,668.0,0.0,267.0,,Sleeper,267.0
402,85,5,Chris Oladokun,QB,KC,4.0,W04,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlcmvcyi6laaklmjv1j2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlcmvcyi6laaklmjv1j2",6.505555555555556,5.724888888888889,,,235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chris oladokun,QB,KC,402,unmatched,,,,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
403,125,5,KaVontae Turpin,WR,DAL,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tayjlp1hgmm6rewgl1k4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tayjlp1hgmm6rewgl1k4",4.797621638217535,5.1814313692749385,,,0.0,0.0,0.0,0.0,5.0,1.0,-2.0,0.0,2.8919543449338305,kavontae turpin,WR,DAL,403,exact_name_pos,KaVontae Turpin,,693.4,,exact_name_pos,KaVontae Turpin,169.78,392.0,unmatched,,,unmatched,,,,1,169.78,169.78,169.78,169.78,0.0,-233.22,-11.0,ESPN,-233.22
404,98,5,Davis Allen,TE,LA,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iweydtcrfchsl3mt6jtd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iweydtcrfchsl3mt6jtd",5.435593117654187,5.109457530594935,,,0.0,0.0,0.0,0.0,5.0,2.0,34.0,0.0,3.0946322549376,davis allen,TE,LA,404,exact_name_pos,Davis Allen,660.7,676.6,,unmatched,,,,unmatched,,,unmatched,,,,1,660.7,660.7,660.7,660.7,0.0,256.70000000000005,,Sleeper,256.70000000000005
405,86,5,Cooper Rush,QB,ATL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwrtykpswz7nbfisqlmj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwrtykpswz7nbfisqlmj",5.594444444444445,4.923111111111112,,,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cooper rush,QB,ATL,405,exact_name_pos,Cooper Rush,681.8,698.0,,unmatched,,,,unmatched,,,unmatched,,,,1,681.8,681.8,681.8,681.8,0.0,276.79999999999995,,Sleeper,276.79999999999995
406,126,5,Devin Duvernay,WR,ARI,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tj3t166iwsxbnyzxcyyl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tj3t166iwsxbnyzxcyyl",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,devin duvernay,WR,ARI,406,exact_name_pos,Devin Duvernay,,636.2,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
407,128,5,Reggie Virgil,WR,ARI,5.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmaylhc9nc2zmqjdw1ib","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmaylhc9nc2zmqjdw1ib",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reggie virgil,WR,ARI,407,exact_name_pos,Reggie Virgil,,698.6,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
408,145,5,Jonathan Mingo,WR,DAL,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u2b8s2s0ix5hntyg3eog","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u2b8s2s0ix5hntyg3eog",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jonathan mingo,WR,DAL,408,exact_name_pos,Jonathan Mingo,699.9,693.3,,unmatched,,,,unmatched,,,unmatched,,,,1,699.9,699.9,699.9,699.9,0.0,291.9,,Sleeper,291.9
409,143,5,Tylan Wallace,WR,CLE,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rifnnpeub6okv41offnd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rifnnpeub6okv41offnd",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tylan wallace,WR,CLE,409,exact_name_pos,Tylan Wallace,669.8,,,unmatched,,,,unmatched,,,unmatched,,,,1,669.8,669.8,669.8,669.8,0.0,260.79999999999995,,Sleeper,260.79999999999995
410,192,5,Luke McCaffrey,WR,WAS,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xtxiwlkniuldrqg65n3q","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xtxiwlkniuldrqg65n3q",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,luke mccaffrey,WR,WAS,410,exact_name_pos,Luke McCaffrey,,620.4,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
411,144,5,Camden Brown,WR,DAL,6.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvoztpalnmmattxhdaoa","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvoztpalnmmattxhdaoa",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camden brown,WR,DAL,411,exact_name_pos,Camden Brown,637.3,608.2,,unmatched,,,,unmatched,,,unmatched,,,,1,637.3,637.3,637.3,637.3,0.0,226.29999999999995,,Sleeper,226.29999999999995
412,127,5,Jalen Brooks,WR,ARI,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeg0tvg6klf0afgddkq6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeg0tvg6klf0afgddkq6",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jalen brooks,WR,ARI,412,exact_name_pos,Jalen Brooks,691.3,661.0,,unmatched,,,,unmatched,,,unmatched,,,,1,691.3,691.3,691.3,691.3,0.0,279.29999999999995,,Sleeper,279.29999999999995
413,140,5,Dohnte Meyers,WR,CIN,5.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkxpqhtebubkbv1irlkc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkxpqhtebubkbv1irlkc",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dohnte meyers,WR,CIN,413,exact_name_pos,Dohnte Meyers,627.5,686.4,,unmatched,,,,unmatched,,,unmatched,,,,1,627.5,627.5,627.5,627.5,0.0,214.5,,Sleeper,214.5
