overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,_name_key,_position,_team,hulk_rank,sleeper_match,sleeper_source_player,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_match,espn_source_player,espn_adp,espn_ppr_room_rank,yahoo_match,yahoo_source_player,yahoo_adp,cbs_match,cbs_source_player,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,hulk_value_vs_consensus,hulk_value_vs_espn_room,best_value_platform,best_platform_value
414,142,5,Malachi Corley,WR,CLE,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lay1p8pvwrglmqorc6ev","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lay1p8pvwrglmqorc6ev",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malachi corley,WR,CLE,414,exact_name_pos,Malachi Corley,242.0,564.2,,unmatched,,,,unmatched,,,unmatched,,,,1,242.0,242.0,242.0,242.0,0.0,-172.0,,Sleeper,-172.0
415,185,5,Montorie Foster Jr,WR,SEA,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkyl0pfhi4pmzdtodu9k","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkyl0pfhi4pmzdtodu9k",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,montorie foster,WR,SEA,415,exact_name_pos,Montorie Foster,647.0,693.5,,unmatched,,,,unmatched,,,unmatched,,,,1,647.0,647.0,647.0,647.0,0.0,232.0,,Sleeper,232.0
416,134,5,LaJohntay Wester,WR,BAL,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t6cyhtqoihm88xppswud","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t6cyhtqoihm88xppswud",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lajohntay wester,WR,BAL,416,exact_name_pos,LaJohntay Wester,,688.9,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
417,105,5,Julius Chestnut,RB,TEN,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkhv6hpjogvs5b31wwrs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkhv6hpjogvs5b31wwrs",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,julius chestnut,RB,TEN,417,exact_name_pos,Julius Chestnut,,650.8,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
418,135,5,Skyler Bell,WR,BUF,5.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oac3geuuhazbznztufzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oac3geuuhazbznztufzk",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skyler bell,WR,BUF,418,exact_name_pos,Skyler Bell,,691.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
419,133,5,Elijah Sarratt,WR,BAL,5.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rbtitvma6hjyotcajqtv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rbtitvma6hjyotcajqtv",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,elijah sarratt,WR,BAL,419,exact_name_pos,Elijah Sarratt,229.2,695.8,200.6,unmatched,,,,unmatched,,,unmatched,,,,1,229.2,229.2,229.2,229.2,0.0,-189.8,,Sleeper,-189.8
420,190,5,Ted Hurst III,WR,TB,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmf6qmo6a2evw4feupcm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmf6qmo6a2evw4feupcm",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ted hurst,WR,TB,420,exact_name_pos,Ted Hurst,239.6,239.6,196.2,exact_name_pos,Ted Hurst III,170.17,406.0,unmatched,,,unmatched,,,,2,204.885,204.885,170.17,239.6,69.43,-215.115,-14.0,Sleeper,-180.4
421,189,5,Kameron Johnson,WR,TB,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ms7auybbkq1nwbd2ev0d","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ms7auybbkq1nwbd2ev0d",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kameron johnson,WR,TB,421,exact_name_pos,Kameron Johnson,,652.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
422,136,5,Jimmy Horn Jr.,WR,CAR,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gggcgfbghcft0xwxtrhk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gggcgfbghcft0xwxtrhk",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jimmy horn,WR,CAR,422,exact_name_pos,Jimmy Horn,,663.1,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
423,132,5,Devontez Walker,WR,BAL,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x3x3k5ispk44ms0f7vrv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x3x3k5ispk44ms0f7vrv",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,devontez walker,WR,BAL,423,exact_name_pos,Devontez Walker,,650.1,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
424,137,5,Jahdae Walker,WR,CHI,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cr13mo2xrpdkksy8fveq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cr13mo2xrpdkksy8fveq",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jahdae walker,WR,CHI,424,exact_name_pos,Jahdae Walker,,663.9,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
425,138,5,Zavion Thomas,WR,CHI,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lhodk54zsmznu4yxjoux","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lhodk54zsmznu4yxjoux",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zavion thomas,WR,CHI,425,exact_name_pos,Zavion Thomas,,673.4,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
426,139,5,Colbie Young,WR,CIN,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n4irmipxyl87b6jmudte","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n4irmipxyl87b6jmudte",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,colbie young,WR,CIN,426,exact_name_pos,Colbie Young,,643.8,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
427,188,5,Jordan Watkins,WR,SF,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agcwewjrj4dfssqkzksp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agcwewjrj4dfssqkzksp",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan watkins,WR,SF,427,unmatched,,,,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
428,131,5,Zachariah Branch,WR,ATL,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qwbo8lgyd85dlwnbznsc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qwbo8lgyd85dlwnbznsc",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zachariah branch,WR,ATL,428,exact_name_pos,Zachariah Branch,211.9,231.0,185.1,exact_name_pos,Zachariah Branch,170.85,305.0,unmatched,,,unmatched,,,,2,191.375,191.375,170.85,211.9,41.05000000000001,-236.625,-123.0,Sleeper,-216.1
429,187,5,Jacob Cowing,WR,SF,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uarciagmnzmyzs102dv6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uarciagmnzmyzs102dv6",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacob cowing,WR,SF,429,exact_name_pos,Jacob Cowing,,693.9,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
430,191,5,Jacoby Jones,WR,WAS,8.0,W04,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bc74vque05mi8tg5xzxu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bc74vque05mi8tg5xzxu",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacoby jones,WR,WAS,430,exact_name_pos,Jacoby Jones,604.6,,,unmatched,,,,unmatched,,,unmatched,,,,1,604.6,604.6,604.6,604.6,0.0,174.60000000000002,,Sleeper,174.60000000000002
431,141,5,Ke'Shawn Williams,WR,CIN,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7enwgccqv93feuoeurz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7enwgccqv93feuoeurz",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ke shawn williams,WR,CIN,431,exact_name_pos,Ke'Shawn Williams,636.0,660.3,,unmatched,,,,unmatched,,,unmatched,,,,1,636.0,636.0,636.0,636.0,0.0,205.0,,Sleeper,205.0
432,130,5,Chris Blair,WR,ATL,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfkhv6k1wr45fnhl0p1d","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfkhv6k1wr45fnhl0p1d",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chris blair,WR,ATL,432,exact_name_pos,Chris Blair,634.5,,,unmatched,,,,unmatched,,,unmatched,,,,1,634.5,634.5,634.5,634.5,0.0,202.5,,Sleeper,202.5
433,186,5,Tory Horton,WR,SEA,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmsun4qzmk1rkgt4kw76","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmsun4qzmk1rkgt4kw76",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tory horton,WR,SEA,433,exact_name_pos,Tory Horton,228.7,260.2,199.4,exact_name_pos,Tory Horton,170.19,395.0,unmatched,,,unmatched,,,,2,199.445,199.445,170.19,228.7,58.50999999999999,-233.555,-38.0,Sleeper,-204.3
434,129,5,Simi Fehoko,WR,ARI,7.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eep30drknwucjdj6tivh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eep30drknwucjdj6tivh",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simi fehoko,WR,ARI,434,exact_name_pos,Simi Fehoko,,426.7,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
435,184,5,Kaden Wetjen,WR,PIT,6.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s44clgjdvd1tuslyqimk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s44clgjdvd1tuslyqimk",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kaden wetjen,WR,PIT,435,exact_name_pos,Kaden Wetjen,,635.6,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
436,181,5,Elijah Moore,WR,PHI,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wax90oyx9vs0x9j4nt5n","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wax90oyx9vs0x9j4nt5n",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,elijah moore,WR,PHI,436,exact_name_pos,Elijah Moore,700.0,467.4,,unmatched,,,,unmatched,,,unmatched,,,,1,700.0,700.0,700.0,700.0,0.0,264.0,,Sleeper,264.0
437,183,5,Germie Bernard,WR,PIT,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rsbtypbsvxux94vokb5q","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rsbtypbsvxux94vokb5q",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,germie bernard,WR,PIT,437,exact_name_pos,Germie Bernard,229.8,241.4,193.6,exact_name_pos,Germie Bernard,171.31,296.0,unmatched,,,unmatched,,,,2,200.555,200.555,171.31,229.8,58.49000000000001,-236.445,-141.0,Sleeper,-207.2
438,179,5,Odell Beckham Jr.,WR,NYG,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,odell beckham,WR,NYG,438,exact_name_pos,Odell Beckham,,690.4,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
439,158,5,CJ Daniels,WR,LA,7.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqx2xj6xmri9hrjm8azc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqx2xj6xmri9hrjm8azc",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cj daniels,WR,LA,439,exact_name_pos,CJ Daniels,,649.6,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
440,164,5,Chase Roberts,WR,LV,9.0,W04,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bqncmkjxb7rcvfuhe1ss","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bqncmkjxb7rcvfuhe1ss",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chase roberts,WR,LV,440,exact_name_pos,Chase Roberts,350.0,673.3,,unmatched,,,,unmatched,,,unmatched,,,,1,350.0,350.0,350.0,350.0,0.0,-90.0,,Sleeper,-90.0
441,163,5,Sincere Brown,WR,LAC,8.0,W04,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tczbze6iof5vyvxp9omu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tczbze6iof5vyvxp9omu",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sincere brown,WR,LAC,441,exact_name_pos,Sincere Brown,611.6,,,unmatched,,,,unmatched,,,unmatched,,,,1,611.6,611.6,611.6,611.6,0.0,170.60000000000002,,Sleeper,170.60000000000002
442,162,5,Derius Davis,WR,LAC,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykmeihbr6903smvblzgc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykmeihbr6903smvblzgc",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,derius davis,WR,LAC,442,exact_name_pos,Derius Davis,,615.3,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
443,174,5,Myles Price,WR,MIN,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yi2pgwujy0lv9l3m3sig","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yi2pgwujy0lv9l3m3sig",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,myles price,WR,MIN,443,exact_name_pos,Myles Price,,699.5,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
444,180,5,Arian Smith,WR,NYJ,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/asywvwrn6zhlidxothqn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/asywvwrn6zhlidxothqn",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arian smith,WR,NYJ,444,exact_name_pos,Arian Smith,438.4,,,unmatched,,,,unmatched,,,unmatched,,,,1,438.4,438.4,438.4,438.4,0.0,-5.600000000000023,,Sleeper,-5.600000000000023
445,151,5,Deion Burks,WR,IND,6.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbejyq733jilg3bkpzur","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbejyq733jilg3bkpzur",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deion burks,WR,IND,445,exact_name_pos,Deion Burks,,670.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
446,161,5,Dalevon Campbell,WR,LAC,7.0,W04,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dgfltlpm8wahq2trfxag","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dgfltlpm8wahq2trfxag",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dalevon campbell,WR,LAC,446,unmatched,,,,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
447,152,5,Laquon Treadwell,WR,IND,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xspi3oy2wlnszorzn6vk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xspi3oy2wlnszorzn6vk",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laquon treadwell,WR,IND,447,exact_name_pos,Laquon Treadwell,645.4,676.3,,unmatched,,,,unmatched,,,unmatched,,,,1,645.4,645.4,645.4,645.4,0.0,198.39999999999998,,Sleeper,198.39999999999998
448,175,5,Tai Felton,WR,MIN,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyritorbaz2enqayclln","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyritorbaz2enqayclln",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tai felton,WR,MIN,448,exact_name_pos,Tai Felton,692.7,700.0,,unmatched,,,,unmatched,,,unmatched,,,,1,692.7,692.7,692.7,692.7,0.0,244.70000000000005,,Sleeper,244.70000000000005
449,160,5,Brenen Thompson,WR,LAC,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/khlvgjk60vz6ghkwpmak","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/khlvgjk60vz6ghkwpmak",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brenen thompson,WR,LAC,449,exact_name_pos,Brenen Thompson,,662.8,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
450,150,5,Jared Wayne,WR,HOU,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykhrjnmqsqyprplhy6pl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykhrjnmqsqyprplhy6pl",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jared wayne,WR,HOU,450,exact_name_pos,Jared Wayne,682.0,675.0,,unmatched,,,,unmatched,,,unmatched,,,,1,682.0,682.0,682.0,682.0,0.0,232.0,,Sleeper,232.0
451,100,5,Ameer Abdullah,RB,JAX,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8teyeiqchljlm0h5te4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8teyeiqchljlm0h5te4",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ameer abdullah,RB,JAX,451,exact_name_pos,Ameer Abdullah,612.4,598.8,,exact_name_pos,Ameer Abdullah,170.0,435.0,unmatched,,,unmatched,,,,2,391.2,391.2,170.0,612.4,442.4,-59.80000000000001,-16.0,Sleeper,161.39999999999998
452,178,5,Malachi Fields,WR,NYG,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpls1aptxx9x8xaqvjtj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpls1aptxx9x8xaqvjtj",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malachi fields,WR,NYG,452,exact_name_pos,Malachi Fields,218.2,199.2,210.2,exact_name_pos,Malachi Fields,170.41,293.0,unmatched,,,unmatched,,,,2,194.305,194.305,170.41,218.2,47.78999999999999,-257.695,-159.0,Sleeper,-233.8
453,153,5,C.J. Williams,WR,JAX,6.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svmb2citno2f6zqc9qbm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svmb2citno2f6zqc9qbm",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c j williams,WR,JAX,453,fuzzy_0.997,CJ Williams,,285.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
454,154,5,Josh Cameron,WR,JAX,5.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwb3wyhoqqq52mfiyxxc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwb3wyhoqqq52mfiyxxc",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,josh cameron,WR,JAX,454,exact_name_pos,Josh Cameron,,655.8,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
455,176,5,Efton Chism III,WR,NE,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbnf3ujmwprzgjnwdtlo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbnf3ujmwprzgjnwdtlo",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,efton chism,WR,NE,455,exact_name_pos,Efton Chism,,572.4,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
456,159,5,Tutu Atwell,WR,LA,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tl2aa9ucbtcwhr1yk3tf","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tl2aa9ucbtcwhr1yk3tf",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tutu atwell,WR,LA,456,exact_name_pos,Tutu Atwell,,690.5,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
457,155,5,Cyrus Allen,WR,KC,5.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qput6hanukjbatuao8ca","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qput6hanukjbatuao8ca",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cyrus allen,WR,KC,457,exact_name_pos,Cyrus Allen,177.1,182.0,,unmatched,,,,unmatched,,,unmatched,,,,1,177.1,177.1,177.1,177.1,0.0,-279.9,,Sleeper,-279.9
458,101,5,EJ Smith,RB,KC,4.0,W04,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbrhecognbp6bxwgtqyh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbrhecognbp6bxwgtqyh",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ej smith,RB,KC,458,exact_name_pos,EJ Smith,,639.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
459,156,5,Jalen Royals,WR,KC,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqrid1hnmwqymcp2vxfx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqrid1hnmwqymcp2vxfx",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jalen royals,WR,KC,459,exact_name_pos,Jalen Royals,,686.3,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
460,157,5,Nikko Remigio,WR,KC,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6b1tsy32fswbd0xgsim","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6b1tsy32fswbd0xgsim",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nikko remigio,WR,KC,460,exact_name_pos,Nikko Remigio,,498.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
461,102,5,Jermar Jefferson,RB,MIN,5.0,W04,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkgrgirrdwlm05vqg74b","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkgrgirrdwlm05vqg74b",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jermar jefferson,RB,MIN,461,exact_name_pos,Jermar Jefferson,653.9,611.5,,unmatched,,,,unmatched,,,unmatched,,,,1,653.9,653.9,653.9,653.9,0.0,192.89999999999998,,Sleeper,192.89999999999998
462,103,5,Dominic Richardson,RB,NYJ,6.0,W04,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3embvhnbegqqvltpyug","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3embvhnbegqqvltpyug",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dominic richardson,RB,NYJ,462,exact_name_pos,Dominic Richardson,417.3,,,unmatched,,,,unmatched,,,unmatched,,,,1,417.3,417.3,417.3,417.3,0.0,-44.69999999999999,,Sleeper,-44.69999999999999
463,165,5,Dareke Young,WR,LV,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xd0585sr1fy1wpry0ued","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xd0585sr1fy1wpry0ued",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dareke young,WR,LV,463,exact_name_pos,Dareke Young,676.0,,,unmatched,,,,unmatched,,,unmatched,,,,1,676.0,676.0,676.0,676.0,0.0,213.0,,Sleeper,213.0
464,169,5,Chris Bell,WR,MIA,4.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zgbku18zemqyryvyahd4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zgbku18zemqyryvyahd4",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chris bell,WR,MIA,464,exact_name_pos,Chris Bell,240.9,215.3,202.9,exact_name_pos,Chris Bell,170.54,332.0,unmatched,,,unmatched,,,,2,205.72,205.72,170.54,240.9,70.36000000000001,-258.28,-132.0,Sleeper,-223.1
465,97,5,Tyler Badie,RB,DEN,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghhul5piv9vzeih6atsj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghhul5piv9vzeih6atsj",3.0,3.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tyler badie,RB,DEN,465,exact_name_pos,Tyler Badie,,474.5,,exact_name_pos,Tyler Badie,170.05,433.0,unmatched,,,unmatched,,,,1,170.05,170.05,170.05,170.05,0.0,-294.95,-32.0,ESPN,-294.95
